t,tecla,alvo_speed,alvo_steer,speed,steer,mega_steer,mega_speed,mega_set_ok,mega_pc_bad,mega_len_bad,mega_hover_tx
67.740,,0,-150,0,-150,,,,,,
67.760,,0,-150,0,-150,,,,,,
67.780,,0,-150,0,-150,,,,,,
67.800,,0,-150,0,-150,,,,,,
67.820,,0,-150,0,-150,,,,,,
67.840,,0,-150,0,-150,,,,,,
67.860,,0,-150,0,-150,,,,,,
67.880,,0,0,0,-135,,,,,,
67.900,,0,0,0,-120,,,,,,
67.920,,0,0,0,-105,,,,,,
67.940,,0,-150,0,-120,,,,,,
67.960,,0,-150,0,-135,,,,,,
67.980,,0,-150,0,-150,,,,,,
68.000,,0,-150,0,-150,,,,,,
68.020,,0,-150,0,-150,,,,,,
68.040,,0,-150,0,-150,,,,,,
68.060,,0,-150,0,-150,,,,,,
68.080,,0,-150,0,-150,,,,,,
68.100,,0,-150,0,-150,,,,,,
68.120,,0,-150,0,-150,,,,,,
68.140,,0,-150,0,-150,,,,,,
68.160,,0,-150,0,-150,,,,,,
68.180,,0,-150,0,-150,,,,,,
68.200,,0,-150,0,-150,,,,,,
68.220,,0,-150,0,-150,,,,,,
68.240,,0,-150,0,-150,,,,,,
68.260,,0,-150,0,-150,,,,,,
68.280,,0,-150,0,-150,,,,,,
68.300,,0,-150,0,-150,,,,,,
68.320,,0,-150,0,-150,,,,,,
68.340,,0,-150,0,-150,,,,,,
68.360,,0,-150,0,-150,,,,,,
68.380,,0,-150,0,-150,,,,,,
68.400,,0,-150,0,-150,,,,,,
68.420,,0,-150,0,-150,,,,,,
68.440,,0,-150,0,-150,,,,,,
68.460,,0,-150,0,-150,,,,,,
68.480,,0,-150,0,-150,,,,,,
68.500,,0,-150,0,-150,,,,,,
68.520,,0,-150,0,-150,,,,,,
68.540,,0,-150,0,-150,,,,,,
68.560,,0,-150,0,-150,,,,,,
68.580,,0,-150,0,-150,,,,,,
68.600,,0,-150,0,-150,,,,,,
68.620,,0,-150,0,-150,,,,,,
68.640,,0,-150,0,-150,,,,,,
68.660,,0,-150,0,-150,,,,,,
68.680,,0,-150,0,-150,,,,,,
68.700,,0,-150,0,-150,,,,,,
68.720,,0,-150,0,-150,,,,,,
68.740,,0,-150,0,-150,,,,,,
68.760,,0,-150,0,-150,,,,,,
68.780,,0,-150,0,-150,,,,,,
68.800,a,0,-150,0,-150,,,,,,
68.820,,0,-150,0,-150,,,,,,
68.840,,0,-150,0,-150,,,,,,
68.860,,0,-150,0,-150,,,,,,
68.880,,0,-150,0,-150,,,,,,
68.900,,0,-150,0,-150,,,,,,
68.920,,0,-150,0,-150,,,,,,
68.940,,0,-150,0,-150,,,,,,
68.960,,0,-150,0,-150,,,,,,
68.980,,0,-150,0,-150,,,,,,
69.000,,0,-150,0,-150,,,,,,
69.020,,0,-150,0,-150,,,,,,
69.040,,0,-150,0,-150,,,,,,
69.060,,0,-150,0,-150,,,,,,
69.080,,0,-150,0,-150,,,,,,
69.100,,0,-150,0,-150,,,,,,
69.120,,0,-150,0,-150,,,,,,
69.140,,0,-150,0,-150,,,,,,
69.160,,0,-150,0,-150,,,,,,
69.180,,0,-150,0,-150,,,,,,
69.200,,0,-150,0,-150,,,,,,
69.220,,0,-150,0,-150,,,,,,
69.240,,0,-150,0,-150,,,,,,
69.260,,0,-150,0,-150,,,,,,
69.280,,0,-150,0,-150,,,,,,
69.300,,0,-150,0,-150,,,,,,
69.320,,0,-150,0,-150,,,,,,
69.340,,0,-150,0,-150,,,,,,
69.360,,0,-150,0,-150,,,,,,
69.380,,0,-150,0,-150,,,,,,
69.400,,0,-150,0,-150,,,,,,
69.420,,0,-150,0,-150,,,,,,
69.440,,0,-150,0,-150,,,,,,
69.460,,0,-150,0,-150,,,,,,
69.480,,0,-150,0,-150,,,,,,
69.500,,0,-150,0,-150,,,,,,
69.520,,0,-150,0,-150,,,,,,
69.540,,0,-150,0,-150,,,,,,
69.560,,0,-150,0,-150,,,,,,
69.580,,0,-150,0,-150,,,,,,
69.600,,0,-150,0,-150,,,,,,
69.620,,0,-150,0,-150,,,,,,
69.640,,0,-150,0,-150,,,,,,
69.660,,0,-150,0,-150,,,,,,
69.680,,0,-150,0,-150,,,,,,
69.700,,0,-150,0,-150,,,,,,
69.720,,0,-150,0,-150,,,,,,
69.740,,0,-150,0,-150,,,,,,
69.760,,0,-150,0,-150,,,,,,
69.780,,0,-150,0,-150,,,,,,
69.800,,0,-150,0,-150,,,,,,
69.820,,0,-150,0,-150,,,,,,
69.840,,0,-150,0,-150,,,,,,
69.860,,0,-150,0,-150,,,,,,
69.880,,0,-150,0,-150,,,,,,
69.900,,0,-150,0,-150,,,,,,
69.920,,0,-150,0,-150,,,,,,
69.940,,0,-150,0,-150,,,,,,
69.960,,0,-150,0,-150,,,,,,
69.980,,0,-150,0,-150,,,,,,
70.000,,0,-150,0,-150,,,,,,
70.020,,0,-150,0,-150,,,,,,
70.040,,0,-150,0,-150,,,,,,
70.060,,0,-150,0,-150,,,,,,
70.080,,0,-150,0,-150,,,,,,
70.100,,0,-150,0,-150,,,,,,
70.120,,0,-150,0,-150,,,,,,
70.140,,0,-150,0,-150,,,,,,
70.160,,0,-150,0,-150,,,,,,
70.180,,0,-150,0,-150,,,,,,
70.200,,0,-150,0,-150,,,,,,
70.220,,0,-150,0,-150,,,,,,
70.240,,0,-150,0,-150,,,,,,
70.260,,0,-150,0,-150,,,,,,
70.280,,0,-150,0,-150,,,,,,
70.300,,0,-150,0,-150,,,,,,
70.320,,0,-150,0,-150,,,,,,
70.340,,0,-150,0,-150,,,,,,
70.360,,0,-150,0,-150,,,,,,
70.380,,0,-150,0,-150,,,,,,
70.400,,0,-150,0,-150,,,,,,
70.420,,0,-150,0,-150,,,,,,
70.440,,0,-150,0,-150,,,,,,
70.460,,0,-150,0,-150,,,,,,
70.480,,0,-150,0,-150,,,,,,
70.500,,0,-150,0,-150,,,,,,
70.520,,0,-150,0,-150,,,,,,
70.540,,0,-150,0,-150,,,,,,
70.560,,0,-150,0,-150,,,,,,
70.580,,0,-150,0,-150,,,,,,
70.600,,0,-150,0,-150,,,,,,
70.620,,0,-150,0,-150,,,,,,
70.640,,0,-150,0,-150,,,,,,
70.660,,0,-150,0,-150,,,,,,
70.680,,0,-150,0,-150,,,,,,
70.700,,0,-150,0,-150,,,,,,
70.720,,0,-150,0,-150,,,,,,
70.740,,0,-150,0,-150,,,,,,
70.760,,0,-150,0,-150,,,,,,
70.780,,0,-150,0,-150,,,,,,
70.800,,0,-150,0,-150,,,,,,
70.820,,0,-150,0,-150,,,,,,
70.840,,0,-150,0,-150,,,,,,
70.860,,0,-150,0,-150,,,,,,
70.880,,0,-150,0,-150,,,,,,
70.900,,0,-150,0,-150,,,,,,
70.920,,0,-150,0,-150,,,,,,
70.940,,0,-150,0,-150,,,,,,
70.960,,0,-150,0,-150,,,,,,
70.980,,0,-150,0,-150,,,,,,
71.000,,0,-150,0,-150,,,,,,
71.020,,0,-150,0,-150,,,,,,
71.040,,0,-150,0,-150,,,,,,
71.060,,0,-150,0,-150,,,,,,
71.080,,0,-150,0,-150,,,,,,
71.100,,0,-150,0,-150,,,,,,
71.120,,0,-150,0,-150,,,,,,
71.140,,0,-150,0,-150,,,,,,
71.160,,0,-150,0,-150,,,,,,
71.180,,0,-150,0,-150,,,,,,
71.200,,0,-150,0,-150,,,,,,
71.220,,0,-150,0,-150,,,,,,
71.240,,0,-150,0,-150,,,,,,
71.260,,0,-150,0,-150,,,,,,
71.280,,0,-150,0,-150,,,,,,
71.300,,0,-150,0,-150,,,,,,
71.320,,0,-150,0,-150,,,,,,
71.340,,0,-150,0,-150,,,,,,
71.360,,0,-150,0,-150,,,,,,
71.380,,0,-150,0,-150,,,,,,
71.400,,0,-150,0,-150,,,,,,
71.420,,0,-150,0,-150,,,,,,
71.440,,0,-150,0,-150,,,,,,
71.460,,0,-150,0,-150,,,,,,
71.480,,0,-150,0,-150,,,,,,
71.500,,0,-150,0,-150,,,,,,
71.520,,0,-150,0,-150,,,,,,
71.540,,0,-150,0,-150,,,,,,
71.560,,0,-150,0,-150,,,,,,
71.580,,0,-150,0,-150,,,,,,
71.600,,0,-150,0,-150,,,,,,
71.620,,0,-150,0,-150,,,,,,
71.640,,0,-150,0,-150,,,,,,
71.660,,0,-150,0,-150,,,,,,
71.680,,0,-150,0,-150,,,,,,
71.700,,0,-150,0,-150,,,,,,
71.720,,0,-150,0,-150,,,,,,
71.740,,0,-150,0,-150,,,,,,
71.760,,0,-150,0,-150,,,,,,
71.780,,0,-150,0,-150,,,,,,
71.800,,0,-150,0,-150,,,,,,
71.820,,0,-150,0,-150,,,,,,
71.840,,0,-150,0,-150,,,,,,
71.860,,0,-150,0,-150,,,,,,
71.880,,0,-150,0,-150,,,,,,
71.900,,0,-150,0,-150,,,,,,
71.920,,0,-150,0,-150,,,,,,
71.940,,0,-150,0,-150,,,,,,
71.960,,0,-150,0,-150,,,,,,
71.980,,0,-150,0,-150,,,,,,
72.000,,0,-150,0,-150,,,,,,
72.020,,0,-150,0,-150,,,,,,
72.040,,0,-150,0,-150,,,,,,
72.060,,0,-150,0,-150,,,,,,
72.080,,0,-150,0,-150,,,,,,
72.100,,0,-150,0,-150,,,,,,
72.120,,0,-150,0,-150,,,,,,
72.140,,0,-150,0,-150,,,,,,
72.160,,0,-150,0,-150,,,,,,
72.180,,0,-150,0,-150,,,,,,
72.200,,0,-150,0,-150,,,,,,
72.220,,0,-150,0,-150,,,,,,
72.240,,0,-150,0,-150,,,,,,
72.260,,0,-150,0,-150,,,,,,
72.280,,0,-150,0,-150,,,,,,
72.300,,0,-150,0,-150,,,,,,
72.320,,0,-150,0,-150,,,,,,
72.340,,0,-150,0,-150,,,,,,
72.360,,0,-150,0,-150,,,,,,
72.380,,0,-150,0,-150,,,,,,
72.400,,0,-150,0,-150,,,,,,
72.420,,0,-150,0,-150,,,,,,
72.440,,0,-150,0,-150,,,,,,
72.460,,0,-150,0,-150,,,,,,
72.480,,0,-150,0,-150,,,,,,
72.500,,0,-150,0,-150,,,,,,
72.520,,0,-150,0,-150,,,,,,
72.540,,0,-150,0,-150,,,,,,
72.560,,0,-150,0,-150,,,,,,
72.580,,0,-150,0,-150,,,,,,
72.600,,0,-150,0,-150,,,,,,
72.620,,0,-150,0,-150,,,,,,
72.640,,0,-150,0,-150,,,,,,
72.660,,0,-150,0,-150,,,,,,
72.680,,0,-150,0,-150,,,,,,
72.700,,0,-150,0,-150,,,,,,
72.720,,0,-150,0,-150,,,,,,
72.740,,0,-150,0,-150,,,,,,
72.760,,0,-150,0,-150,,,,,,
72.780,,0,-150,0,-150,,,,,,
72.800,,0,-150,0,-150,,,,,,
72.820,,0,-150,0,-150,,,,,,
72.840,,0,-150,0,-150,,,,,,
72.860,,0,-150,0,-150,,,,,,
72.880,,0,-150,0,-150,,,,,,
72.900,,0,-150,0,-150,,,,,,
72.920,,0,-150,0,-150,,,,,,
72.940,,0,-150,0,-150,,,,,,
72.960,,0,-150,0,-150,,,,,,
72.980,,0,-150,0,-150,,,,,,
73.000,,0,-150,0,-150,,,,,,
73.020,,0,-150,0,-150,,,,,,
73.040,,0,-150,0,-150,,,,,,
73.060,,0,-150,0,-150,,,,,,
73.080,,0,-150,0,-150,,,,,,
73.100,,0,-150,0,-150,,,,,,
73.120,,0,-150,0,-150,,,,,,
73.140,,0,-150,0,-150,,,,,,
73.160,,0,-150,0,-150,,,,,,
73.180,,0,-150,0,-150,,,,,,
73.200,,0,-150,0,-150,,,,,,
73.220,,0,-150,0,-150,,,,,,
73.240,,0,-150,0,-150,,,,,,
73.260,,0,-150,0,-150,,,,,,
73.280,,0,-150,0,-150,,,,,,
73.300,,0,-150,0,-150,,,,,,
73.320,,0,-150,0,-150,,,,,,
73.340,,0,-150,0,-150,,,,,,
73.360,,0,-150,0,-150,,,,,,
73.380,,0,-150,0,-150,,,,,,
73.400,,0,-150,0,-150,,,,,,
73.420,,0,-150,0,-150,,,,,,
73.440,,0,-150,0,-150,,,,,,
73.460,,0,-150,0,-150,,,,,,
73.480,,0,-150,0,-150,,,,,,
73.500,,0,-150,0,-150,,,,,,
73.520,,0,-150,0,-150,,,,,,
73.540,,0,-150,0,-150,,,,,,
73.560,,0,-150,0,-150,,,,,,
73.580,,0,-150,0,-150,,,,,,
73.600,,0,-150,0,-150,,,,,,
73.620,,0,-150,0,-150,,,,,,
73.640,,0,-150,0,-150,,,,,,
73.660,,0,-150,0,-150,,,,,,
73.680,,0,-150,0,-150,,,,,,
73.700,,0,-150,0,-150,,,,,,
73.720,,0,-150,0,-150,,,,,,
73.740,,0,-150,0,-150,,,,,,
73.760,,0,-150,0,-150,,,,,,
73.780,,0,-150,0,-150,,,,,,
73.800,,0,-150,0,-150,,,,,,
73.820,,0,-150,0,-150,,,,,,
73.840,,0,-150,0,-150,,,,,,
73.860,,0,-150,0,-150,,,,,,
73.880,,0,-150,0,-150,,,,,,
73.900,,0,-150,0,-150,,,,,,
73.920,,0,-150,0,-150,,,,,,
73.940,,0,-150,0,-150,,,,,,
73.960,,0,-150,0,-150,,,,,,
73.980,,0,-150,0,-150,,,,,,
74.000,,0,-150,0,-150,,,,,,
74.020,,0,-150,0,-150,,,,,,
74.040,,0,-150,0,-150,,,,,,
74.060,,0,-150,0,-150,,,,,,
74.080,,0,-150,0,-150,,,,,,
74.100,,0,-150,0,-150,,,,,,
74.120,,0,-150,0,-150,,,,,,
74.140,,0,-150,0,-150,,,,,,
74.160,,0,-150,0,-150,,,,,,
74.180,,0,-150,0,-150,,,,,,
74.200,,0,-150,0,-150,,,,,,
74.220,,0,-150,0,-150,,,,,,
74.240,,0,-150,0,-150,,,,,,
74.260,,0,-150,0,-150,,,,,,
74.280,,0,-150,0,-150,,,,,,
74.300,,0,-150,0,-150,,,,,,
74.320,,0,-150,0,-150,,,,,,
74.340,,0,-150,0,-150,,,,,,
74.360,,0,-150,0,-150,,,,,,
74.380,,0,-150,0,-150,,,,,,
74.400,,0,-150,0,-150,,,,,,
74.420,,0,-150,0,-150,,,,,,
74.440,,0,-150,0,-150,,,,,,
74.460,,0,-150,0,-150,,,,,,
74.480,,0,-150,0,-150,,,,,,
74.500,,0,-150,0,-150,,,,,,
74.520,,0,-150,0,-150,,,,,,
74.540,,0,-150,0,-150,,,,,,
74.560,,0,-150,0,-150,,,,,,
74.580,,0,-150,0,-150,,,,,,
74.600,,0,-150,0,-150,,,,,,
74.620,,0,-150,0,-150,,,,,,
74.640,,0,-150,0,-150,,,,,,
74.660,,0,-150,0,-150,,,,,,
74.680,,0,-150,0,-150,,,,,,
74.700,,0,-150,0,-150,,,,,,
74.720,,0,-150,0,-150,,,,,,
74.740,,0,-150,0,-150,,,,,,
74.760,,0,-150,0,-150,,,,,,
74.780,,0,-150,0,-150,,,,,,
74.800,,0,-150,0,-150,,,,,,
74.820,,0,-150,0,-150,,,,,,
74.840,,0,-150,0,-150,,,,,,
74.860,,0,-150,0,-150,,,,,,
74.880,,0,-150,0,-150,,,,,,
74.900,,0,-150,0,-150,,,,,,
74.920,,0,-150,0,-150,,,,,,
74.940,,0,-150,0,-150,,,,,,
74.960,,0,-150,0,-150,,,,,,
74.980,,0,-150,0,-150,,,,,,
75.000,,0,-150,0,-150,,,,,,
75.020,,0,-150,0,-150,,,,,,
75.040,,0,-150,0,-150,,,,,,
75.060,,0,-150,0,-150,,,,,,
75.080,,0,-150,0,-150,,,,,,
75.100,,0,-150,0,-150,,,,,,
75.120,,0,-150,0,-150,,,,,,
75.140,,0,-150,0,-150,,,,,,
75.160,,0,-150,0,-150,,,,,,
75.180,,0,-150,0,-150,,,,,,
75.200,,0,-150,0,-150,,,,,,
75.220,,0,-150,0,-150,,,,,,
75.240,,0,-150,0,-150,,,,,,
75.260,,0,-150,0,-150,,,,,,
75.280,,0,-150,0,-150,,,,,,
75.300,,0,-150,0,-150,,,,,,
75.320,,0,-150,0,-150,,,,,,
75.340,,0,-150,0,-150,,,,,,
75.360,,0,-150,0,-150,,,,,,
75.380,,0,-150,0,-150,,,,,,
75.400,,0,-150,0,-150,,,,,,
75.420,,0,-150,0,-150,,,,,,
75.440,,0,-150,0,-150,,,,,,
75.460,,0,-150,0,-150,,,,,,
75.480,,0,-150,0,-150,,,,,,
75.500,,0,-150,0,-150,,,,,,
75.520,,0,-150,0,-150,,,,,,
75.540,,0,-150,0,-150,,,,,,
75.560,,0,-150,0,-150,,,,,,
75.580,,0,-150,0,-150,,,,,,
75.600,,0,-150,0,-150,,,,,,
75.620,,0,-150,0,-150,,,,,,
75.640,,0,-150,0,-150,,,,,,
75.660,,0,-150,0,-150,,,,,,
75.680,,0,-150,0,-150,,,,,,
75.700,,0,-150,0,-150,,,,,,
75.720,,0,-150,0,-150,,,,,,
75.740,,0,-150,0,-150,,,,,,
75.760,,0,-150,0,-150,,,,,,
75.780,,0,-150,0,-150,,,,,,
75.800,,0,-150,0,-150,,,,,,
75.820,,0,-150,0,-150,,,,,,
75.840,,0,-150,0,-150,,,,,,
75.860,,0,-150,0,-150,,,,,,
75.880,,0,-150,0,-150,,,,,,
75.900,,0,-150,0,-150,,,,,,
75.920,,0,-150,0,-150,,,,,,
75.940,,0,-150,0,-150,,,,,,
75.960,,0,-150,0,-150,,,,,,
75.980,,0,-150,0,-150,,,,,,
76.000,,0,-150,0,-150,,,,,,
76.020,,0,-150,0,-150,,,,,,
76.040,,0,-150,0,-150,,,,,,
76.060,,0,-150,0,-150,,,,,,
76.080,,0,-150,0,-150,,,,,,
76.100,,0,-150,0,-150,,,,,,
76.120,,0,-150,0,-150,,,,,,
76.140,,0,-150,0,-150,,,,,,
76.160,,0,-150,0,-150,,,,,,
76.180,,0,-150,0,-150,,,,,,
76.200,,0,-150,0,-150,,,,,,
76.220,,0,-150,0,-150,,,,,,
76.240,,0,-150,0,-150,,,,,,
76.260,,0,-150,0,-150,,,,,,
76.280,,0,-150,0,-150,,,,,,
76.300,,0,-150,0,-150,,,,,,
76.320,,0,-150,0,-150,,,,,,
76.340,,0,-150,0,-150,,,,,,
76.360,,0,-150,0,-150,,,,,,
76.380,,0,-150,0,-150,,,,,,
76.400,,0,-150,0,-150,,,,,,
76.420,,0,-150,0,-150,,,,,,
76.440,,0,-150,0,-150,,,,,,
76.460,,0,-150,0,-150,,,,,,
76.480,,0,-150,0,-150,,,,,,
76.500,,0,-150,0,-150,,,,,,
76.520,,0,-150,0,-150,,,,,,
76.540,,0,-150,0,-150,,,,,,
76.560,,0,-150,0,-150,,,,,,
76.580,,0,-150,0,-150,,,,,,
76.600,,0,-150,0,-150,,,,,,
76.620,,0,-150,0,-150,,,,,,
76.640,,0,-150,0,-150,,,,,,
76.660,,0,-150,0,-150,,,,,,
76.680,,0,-150,0,-150,,,,,,
76.700,,0,-150,0,-150,,,,,,
76.720,,0,-150,0,-150,,,,,,
76.740,,0,-150,0,-150,,,,,,
76.760,,0,-150,0,-150,,,,,,
76.780,,0,-150,0,-150,,,,,,
76.800,,0,-150,0,-150,,,,,,
76.820,,0,-150,0,-150,,,,,,
76.840,,0,-150,0,-150,,,,,,
76.860,,0,-150,0,-150,,,,,,
76.880,,0,-150,0,-150,,,,,,
76.900,,0,-150,0,-150,,,,,,
76.920,,0,-150,0,-150,,,,,,
76.940,,0,-150,0,-150,,,,,,
76.960,,0,-150,0,-150,,,,,,
76.980,,0,-150,0,-150,,,,,,
77.000,,0,-150,0,-150,,,,,,
77.020,,0,-150,0,-150,,,,,,
77.040,,0,-150,0,-150,,,,,,
77.060,,0,-150,0,-150,,,,,,
77.080,,0,-150,0,-150,,,,,,
77.100,,0,-150,0,-150,,,,,,
77.120,,0,-150,0,-150,,,,,,
77.140,,0,-150,0,-150,,,,,,
77.160,,0,-150,0,-150,,,,,,
77.180,,0,-150,0,-150,,,,,,
77.200,,0,-150,0,-150,,,,,,
77.220,,0,-150,0,-150,,,,,,
77.240,,0,-150,0,-150,,,,,,
77.260,,0,-150,0,-150,,,,,,
77.280,,0,-150,0,-150,,,,,,
77.300,,0,-150,0,-150,,,,,,
77.320,,0,-150,0,-150,,,,,,
77.340,,0,-150,0,-150,,,,,,
77.360,,0,-150,0,-150,,,,,,
77.380,,0,-150,0,-150,,,,,,
77.400,,0,-150,0,-150,,,,,,
77.420,,0,-150,0,-150,,,,,,
77.440,,0,-150,0,-150,,,,,,
77.460,,0,-150,0,-150,,,,,,
77.480,,0,-150,0,-150,,,,,,
77.500,,0,-150,0,-150,,,,,,
77.520,,0,-150,0,-150,,,,,,
77.540,,0,-150,0,-150,,,,,,
77.560,,0,-150,0,-150,,,,,,
77.580,,0,-150,0,-150,,,,,,
77.600,,0,-150,0,-150,,,,,,
77.620,,0,-150,0,-150,,,,,,
77.640,,0,-150,0,-150,,,,,,
77.660,,0,-150,0,-150,,,,,,
77.680,,0,-150,0,-150,,,,,,
77.700,,0,-150,0,-150,,,,,,
77.720,,0,-150,0,-150,,,,,,
77.740,,0,-150,0,-150,,,,,,
77.760,,0,-150,0,-150,,,,,,
77.780,,0,-150,0,-150,,,,,,
77.800,,0,-150,0,-150,,,,,,
77.820,,0,-150,0,-150,,,,,,
77.840,,0,-150,0,-150,,,,,,
77.860,,0,-150,0,-150,,,,,,
77.880,,0,-150,0,-150,,,,,,
77.900,,0,-150,0,-150,,,,,,
77.920,,0,-150,0,-150,,,,,,
77.940,,0,-150,0,-150,,,,,,
77.960,,0,-150,0,-150,,,,,,
77.980,,0,-150,0,-150,,,,,,
78.000,,0,-150,0,-150,,,,,,
78.020,,0,-150,0,-150,,,,,,
78.040,,0,-150,0,-150,,,,,,
78.060,,0,-150,0,-150,,,,,,
78.080,,0,-150,0,-150,,,,,,
78.100,,0,-150,0,-150,,,,,,
78.120,,0,-150,0,-150,,,,,,
78.140,,0,-150,0,-150,,,,,,
78.160,,0,-150,0,-150,,,,,,
78.180,,0,-150,0,-150,,,,,,
78.200,,0,-150,0,-150,,,,,,
78.220,,0,-150,0,-150,,,,,,
78.240,,0,-150,0,-150,,,,,,
78.260,,0,-150,0,-150,,,,,,
78.280,,0,-150,0,-150,,,,,,
78.300,,0,-150,0,-150,,,,,,
78.320,,0,-150,0,-150,,,,,,
78.340,,0,-150,0,-150,,,,,,
78.360,,0,-150,0,-150,,,,,,
78.380,,0,-150,0,-150,,,,,,
78.400,,0,-150,0,-150,,,,,,
78.420,,0,-150,0,-150,,,,,,
78.440,,0,-150,0,-150,,,,,,
78.460,,0,-150,0,-150,,,,,,
78.480,,0,-150,0,-150,,,,,,
78.500,,0,-150,0,-150,,,,,,
78.520,,0,-150,0,-150,,,,,,
78.540,,0,-150,0,-150,,,,,,
78.560,,0,-150,0,-150,,,,,,
78.580,,0,-150,0,-150,,,,,,
78.600,,0,-150,0,-150,,,,,,
78.620,,0,-150,0,-150,,,,,,
78.640,,0,-150,0,-150,,,,,,
78.660,,0,-150,0,-150,,,,,,
78.680,,0,-150,0,-150,,,,,,
78.700,,0,-150,0,-150,,,,,,
78.720,,0,-150,0,-150,,,,,,
78.740,,0,-150,0,-150,,,,,,
78.760,,0,-150,0,-150,,,,,,
78.780,,0,-150,0,-150,,,,,,
78.800,,0,-150,0,-150,,,,,,
78.820,,0,-150,0,-150,,,,,,
78.840,,0,-150,0,-150,,,,,,
78.860,,0,-150,0,-150,,,,,,
78.880,,0,-150,0,-150,,,,,,
78.900,,0,-150,0,-150,,,,,,
78.920,,0,-150,0,-150,,,,,,
78.940,,0,-150,0,-150,,,,,,
78.960,,0,-150,0,-150,,,,,,
78.980,,0,-150,0,-150,,,,,,
79.000,,0,-150,0,-150,,,,,,
79.020,,0,-150,0,-150,,,,,,
79.040,,0,-150,0,-150,,,,,,
79.060,,0,-150,0,-150,,,,,,
79.080,,0,-150,0,-150,,,,,,
79.100,,0,-150,0,-150,,,,,,
79.120,,0,-150,0,-150,,,,,,
79.140,,0,-150,0,-150,,,,,,
79.160,,0,-150,0,-150,,,,,,
79.180,,0,-150,0,-150,,,,,,
79.200,,0,-150,0,-150,,,,,,
79.220,,0,-150,0,-150,,,,,,
79.240,,0,-150,0,-150,,,,,,
79.260,,0,-150,0,-150,,,,,,
79.280,,0,-150,0,-150,,,,,,
79.300,,0,-150,0,-150,,,,,,
79.320,,0,-150,0,-150,,,,,,
79.340,,0,-150,0,-150,,,,,,
79.360,,0,-150,0,-150,,,,,,
79.380,,0,-150,0,-150,,,,,,
79.400,,0,-150,0,-150,,,,,,
79.420,,0,-150,0,-150,,,,,,
79.440,,0,-150,0,-150,,,,,,
79.460,,0,-150,0,-150,,,,,,
79.480,,0,-150,0,-150,,,,,,
79.500,,0,-150,0,-150,,,,,,
79.520,,0,-150,0,-150,,,,,,
79.540,,0,0,0,-135,,,,,,
79.560,,0,0,0,-120,,,,,,
79.580,,0,0,0,-105,,,,,,
79.600,,0,0,0,-90,,,,,,
79.620,,0,0,0,-75,,,,,,
79.640,,-250,0,-15,-60,,,,,,
79.660,,-250,0,-30,-45,,,,,,
79.680,,-250,0,-45,-30,,,,,,
79.700,,-250,0,-60,-15,,,,,,
79.720,,-250,0,-75,0,,,,,,
79.740,,-250,0,-90,0,,,,,,
79.760,,-250,0,-105,0,,,,,,
79.780,,-250,0,-120,0,,,,,,
79.800,,-250,0,-135,0,,,,,,
79.820,,-250,0,-150,0,,,,,,
79.840,,-250,0,-165,0,,,,,,
79.860,,-250,0,-180,0,,,,,,
79.880,,-250,0,-195,0,,,,,,
79.900,,-250,0,-210,0,,,,,,
79.920,,-250,0,-225,0,,,,,,
79.940,,-250,0,-240,0,,,,,,
79.960,,-250,0,-250,0,,,,,,
79.980,,-250,0,-250,0,,,,,,
80.000,,-250,0,-250,0,,,,,,
80.020,,-250,0,-250,0,,,,,,
80.040,,-250,0,-250,0,,,,,,
80.060,,-250,0,-250,0,,,,,,
80.080,,-250,0,-250,0,,,,,,
80.100,,-250,0,-250,0,,,,,,
80.120,,-250,0,-250,0,,,,,,
80.140,,-250,0,-250,0,,,,,,
80.160,,-250,0,-250,0,,,,,,
80.180,,-250,0,-250,0,,,,,,
80.200,,-250,0,-250,0,,,,,,
80.220,,-250,0,-250,0,,,,,,
80.240,,-250,0,-250,0,,,,,,
80.260,,-250,0,-250,0,,,,,,
80.280,,-250,0,-250,0,,,,,,
80.300,,-250,0,-250,0,,,,,,
80.320,,-250,0,-250,0,,,,,,
80.340,,-250,0,-250,0,,,,,,
80.360,,-250,0,-250,0,,,,,,
80.380,,-250,0,-250,0,,,,,,
80.400,,-250,0,-250,0,,,,,,
80.420,,-250,0,-250,0,,,,,,
80.440,,-250,0,-250,0,,,,,,
80.460,,-250,0,-250,0,,,,,,
80.480,,-250,0,-250,0,,,,,,
80.500,,-250,0,-250,0,,,,,,
80.520,,-250,0,-250,0,,,,,,
80.540,,-250,0,-250,0,,,,,,
80.560,,-250,0,-250,0,,,,,,
80.580,,-250,0,-250,0,,,,,,
80.600,,-250,0,-250,0,,,,,,
80.620,,-250,0,-250,0,,,,,,
80.640,,-250,0,-250,0,,,,,,
80.660,,-250,0,-250,0,,,,,,
80.680,,-250,0,-250,0,,,,,,
80.700,,-250,0,-250,0,,,,,,
80.720,,-250,0,-250,0,,,,,,
80.740,,-250,0,-250,0,,,,,,
80.760,,-250,0,-250,0,,,,,,
80.780,,-250,0,-250,0,,,,,,
80.800,,-250,0,-250,0,,,,,,
80.820,,-250,0,-250,0,,,,,,
80.840,,-250,0,-250,0,,,,,,
80.860,,-250,0,-250,0,,,,,,
80.880,,-250,0,-250,0,,,,,,
80.900,,-250,0,-250,0,,,,,,
80.920,,-250,0,-250,0,,,,,,
80.940,,-250,0,-250,0,,,,,,
80.960,,-250,0,-250,0,,,,,,
80.980,,-250,0,-250,0,,,,,,
