t_s,fase,tipo,chk_ok,hex,steer,speed,steer_rear,speed_rear
9.7757,antes,0x01,True,aa550108000000000000000009,0,0,0,0
45.5752,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.6252,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.6753,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.7256,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.7765,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.8267,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.8763,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.9267,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.9765,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.0265,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.0767,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.1265,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.1765,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.2266,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.2758,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.3255,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.3749,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.4252,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.4753,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.5266,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.5764,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.6262,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.6765,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.7262,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.7763,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.8263,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.8763,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.9262,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.9764,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.0264,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.0753,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.1248,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.1760,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.2253,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.2763,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.3261,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.3765,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.4263,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
47.4763,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
