t_s,fase,tipo,chk_ok,hex,steer,speed,steer_rear,speed_rear
10.6423,antes,0x01,True,aa550108000000000000000009,0,0,0,0
45.1199,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.1711,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.2210,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.2709,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.3210,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.3709,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.4209,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.4708,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.5208,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.5709,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.6205,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.6700,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.7192,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.7695,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.8194,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.8703,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.9206,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
45.9706,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.0209,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.0706,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.1206,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.1707,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.2208,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.2707,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.3208,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.3700,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.4198,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.4691,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.5196,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.5695,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.6205,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.6705,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.7208,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.7707,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.8208,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
46.8709,lb_frente,0x01,True,aa550108000088ff000088ff09,0,-120,0,-120
